ts,ecg
1626177470204.19,-3.87019084336649
1626177470207.52,-3.85042951708192
1626177470210.85,-3.83622155621309
1626177470214.17,-3.79554495758354
1626177470217.5,-3.770951482171
1626177470220.83,-3.75443562918134
1626177470224.15,-3.76244112997545
1626177470227.48,-3.77506241501122
1626177470230.8,-3.8010262013705
1626177470234.13,-3.82107601417017
1626177470237.46,-3.8099692833387
1626177470240.78,-3.82619664981325
1626177470244.11,-3.84848223310497
1626177470247.44,-3.84941981427906
1626177470250.76,-3.87942241184979
1626177470254.09,-3.89182733199922
1626177470257.42,-3.89507280529413
1626177470260.74,-3.89262066991576
1626177470264.07,-3.90711711729969
1626177470267.4,-3.89918373813435
1626177470270.72,-3.90473710355009
1626177470274.05,-3.907982576845
1626177470277.37,-3.91317533411686
1626177470280.7,-3.9258687407814
1626177470284.03,-3.90884803639031
1626177470287.35,-3.91267048271543
1626177470290.68,-3.93733607975675
1626177470294.01,-3.94130276933942
1626177470297.33,-3.93690334998409
1626177470300.66,-3.94447612100555
1626177470303.99,-3.94187974236962
1626177470307.31,-3.95255374342844
1626177470310.64,-3.93351363343163
1626177470313.96,-3.94656764824005
1626177470317.29,-3.95457314903416
1626177470320.62,-3.95053433782272
1626177470323.94,-3.93394636320428
1626177470327.27,-3.94043730979411
1626177470330.6,-3.91598807763911
1626177470333.92,-3.89644311624087
1626177470337.25,-3.90444861703499
1626177470340.58,-3.92752753824324
1626177470343.9,-3.99424004486085
1626177470347.23,-4.05280280742679
1626177470350.56,-4.15499915540208
1626177470353.88,-4.19286301050937
1626177470357.21,-4.28683749280423
1626177470360.53,-4.22459652717072
1626177470363.86,-4.16134585873435
1626177470367.19,-3.98161875982508
1626177470370.51,-3.57845885496841
1626177470373.84,-3.29105416429689
1626177470377.17,-2.57012636305408
1626177470380.49,-2.07602108431114
1626177470383.82,-2.01450133496539
1626177470387.15,-2.04075360783978
1626177470390.47,-2.40864603622508
1626177470393.8,-2.59147436517171
1626177470397.13,-3.07930506221116
1626177470400.45,-3.52631491736351
1626177470403.78,-3.69089647422987
1626177470407.1,-3.80542562072583
1626177470410.43,-3.79951164716621
1626177470413.76,-3.7846545916384
1626177470417.08,-3.79749224156049
1626177470420.41,-3.78580853769881
1626177470423.74,-3.82266269000324
1626177470427.06,-3.82583604166937
1626177470430.39,-3.82965848799449
1626177470433.72,-3.8212923790565
1626177470437.04,-3.84437130026475
1626177470440.37,-3.85035739545314
1626177470443.7,-3.8528816524603
1626177470447.02,-3.86312292374646
1626177470450.35,-3.86355565351911
1626177470453.67,-3.86975811359383
1626177470457,-3.85569439598255
1626177470460.33,-3.89968858953578
1626177470463.65,-3.8987510083617
1626177470466.98,-3.86153624791339
1626177470470.31,-3.85475681480847
1626177470473.63,-3.86023805859543
1626177470476.96,-3.84949193590783
1626177470480.29,-3.82136450068528
1626177470483.61,-3.83600519132676
1626177470486.94,-3.85396347689193
1626177470490.26,-3.85028527382437
1626177470493.59,-3.83809671856126
1626177470496.92,-3.82345602791977
1626177470500.24,-3.80831048587686
1626177470503.57,-3.77340361754937
1626177470506.9,-3.78501519978228
1626177470510.22,-3.79713163341661
1626177470513.55,-3.78068790205573
1626177470516.88,-3.77354786080693
1626177470520.2,-3.76662418444445
1626177470523.53,-3.76878783330772
1626177470526.86,-3.75717625107482
1626177470530.18,-3.74563679047069
1626177470533.51,-3.75299319660583
1626177470536.83,-3.76907631982283
1626177470540.16,-3.73236641077595
1626177470543.49,-3.72522636952715
1626177470546.81,-3.71347054403669
1626177470550.14,-3.7071959623332
1626177470553.47,-3.70834990839361
1626177470556.79,-3.68144854086024
1626177470560.12,-3.69414194752478
1626177470563.45,-3.6824582436631
1626177470566.77,-3.63572342821639
1626177470570.1,-3.65844174128076
1626177470573.43,-3.62692458950574
1626177470576.75,-3.59108014000417
1626177470580.08,-3.56655878622041
1626177470583.4,-3.57326609769655
1626177470586.73,-3.55249506860913
1626177470590.06,-3.52624279573474
1626177470593.38,-3.51953548425859
1626177470596.71,-3.4974662658532
1626177470600.04,-3.47316127695576
1626177470603.36,-3.45599632930712
1626177470606.69,-3.44676476082382
1626177470610.02,-3.43955259794624
1626177470613.34,-3.42022400143433
1626177470616.67,-3.40854029757265
1626177470620,-3.3812783218954
1626177470623.32,-3.38034074072131
1626177470626.65,-3.36714248265534
1626177470629.97,-3.3678636989431
1626177470633.3,-3.36497883379207
1626177470636.63,-3.36945037477617
1626177470639.95,-3.37327282110129
1626177470643.28,-3.38978867409094
1626177470646.61,-3.41705064976819
1626177470649.93,-3.44229321983972
1626177470653.26,-3.45260661275466
1626177470656.59,-3.47777706119741
1626177470659.91,-3.51369363232775
1626177470663.24,-3.56021208288814
1626177470666.56,-3.60211474920687
1626177470669.89,-3.62418396761226
1626177470673.22,-3.64271922620764
1626177470676.54,-3.66918786396836
1626177470679.87,-3.66897149908203
1626177470683.2,-3.67964550014085
1626177470686.52,-3.67452486449776
1626177470689.85,-3.68238612203433
1626177470693.18,-3.71974512574019
1626177470696.5,-3.74296829020599
1626177470699.83,-3.73164519448819
1626177470703.16,-3.75284895334827
1626177470706.48,-3.77470180686734
1626177470709.81,-3.77210542823141
1626177470713.13,-3.77636060432918
1626177470716.46,-3.77874061807878
1626177470719.79,-3.78667399724412
1626177470723.11,-3.76813873864874
1626177470726.44,-3.78847703796351
1626177470729.77,-3.80189166091581
1626177470733.09,-3.79172251125842
1626177470736.42,-3.78169760485859
1626177470739.75,-3.78883764610739
1626177470743.07,-3.79338130872027
1626177470746.4,-3.80492076932439
1626177470749.73,-3.83550033992533
1626177470753.05,-3.80845472913441
1626177470756.38,-3.80174741765826
1626177470759.7,-3.7849430781535
1626177470763.03,-3.79338130872027
1626177470766.36,-3.76734540073221
1626177470769.68,-3.79518434943966
1626177470773.01,-3.79013583542536
1626177470776.34,-3.77261027963284
1626177470779.66,-3.78638551072902
1626177470782.99,-3.79107341659944
1626177470786.32,-3.78595278095636
1626177470789.64,-3.78451034838085
1626177470792.97,-3.78797218656208
1626177470796.3,-3.7983577011058
1626177470799.62,-3.79273221406129
1626177470802.95,-3.77708182061694
1626177470806.27,-3.78213033463124
1626177470809.6,-3.80780563447543
1626177470812.93,-3.7986461876209
1626177470816.25,-3.7804715371694
1626177470819.58,-3.77015814425446
1626177470822.91,-3.787034605388
1626177470826.23,-3.80080983648417
1626177470829.56,-3.81350324314871
1626177470832.89,-3.76611933304302
1626177470836.21,-3.78443822675207
1626177470839.54,-3.79237160591741
1626177470842.86,-3.80124256625683
1626177470846.19,-3.77657696921551
1626177470849.52,-3.7941746466368
1626177470852.84,-3.75421926429501
1626177470856.17,-3.75869080527911
1626177470859.5,-3.7485937772505
1626177470862.82,-3.7575368592187
1626177470866.15,-3.75883504853666
1626177470869.48,-3.76135930554382
1626177470872.8,-3.77102360379977
1626177470876.13,-3.76280173811933
1626177470879.46,-3.77794728016225
1626177470882.78,-3.76417204906607
1626177470886.11,-3.7715284552012
1626177470889.43,-3.76301810300566
1626177470892.76,-3.76539811675526
1626177470896.09,-3.76453265720995
1626177470899.41,-3.76265749486178
1626177470902.74,-3.78364488883554
1626177470906.07,-3.78213033463124
1626177470909.39,-3.77462968523856
1626177470912.72,-3.77304300940549
1626177470916.05,-3.77917334785144
1626177470919.37,-3.78501519978228
1626177470922.7,-3.78501519978228
1626177470926.03,-3.80008862019642
1626177470929.35,-3.81646022992852
1626177470932.68,-3.79915103902233
1626177470936,-3.79792497133314
1626177470939.33,-3.7959776873562
1626177470942.66,-3.8126377836034
1626177470945.98,-3.80571410724093
1626177470949.31,-3.79965589042376
1626177470952.64,-3.80304560697622
1626177470955.96,-3.79237160591741
1626177470959.29,-3.79648253875763
1626177470962.62,-3.79929528227988
1626177470965.94,-3.80405530977909
1626177470969.27,-3.80318985023378
1626177470972.6,-3.82295117651834
1626177470975.92,-3.83045182591102
1626177470979.25,-3.8168208380724
1626177470982.57,-3.79568920084109
1626177470985.9,-3.8052092558395
1626177470989.23,-3.8168208380724
1626177470992.55,-3.80845472913441
1626177470995.88,-3.82049904113997
1626177470999.21,-3.79705951178783
1626177471002.53,-3.80275712046112
1626177471005.86,-3.80831048587686
1626177471009.19,-3.83304820454695
1626177471012.51,-3.82756696075999
1626177471015.84,-3.82893727170673
1626177471019.17,-3.82360027117732
1626177471022.49,-3.8075892695891
1626177471025.82,-3.81934509507955
1626177471029.14,-3.82828817704775
1626177471032.47,-3.82244632511691
1626177471035.8,-3.81609962178464
1626177471039.12,-3.82360027117732
1626177471042.45,-3.81862387879179
1626177471045.78,-3.81566689201199
1626177471049.1,-3.83369729920594
1626177471052.43,-3.8329039612894
1626177471055.76,-3.82345602791977
1626177471059.08,-3.83614943458431
1626177471062.41,-3.81429658106525
1626177471065.73,-3.82417724420753
1626177471069.06,-3.82424936583631
1626177471072.39,-3.80304560697622
1626177471075.71,-3.80456016118052
1626177471079.04,-3.807300783074
1626177471082.37,-3.83679852924329
1626177471085.69,-3.81097898614156
1626177471089.02,-3.8278554472751
1626177471092.35,-3.8144408243228
1626177471095.67,-3.81126747265666
1626177471099,-3.79698739015906
1626177471102.33,-3.78292367254778
1626177471105.65,-3.79525647106844
1626177471108.98,-3.80001649856764
1626177471112.3,-3.78393337535064
1626177471115.63,-3.80218014743091
1626177471118.96,-3.79907891739356
1626177471122.28,-3.80715653981644
1626177471125.61,-3.78717884864555
1626177471128.94,-3.79042432194046
1626177471132.26,-3.75328168312093
1626177471135.59,-3.77246603637529
1626177471138.92,-3.80657956678624
1626177471142.24,-3.77967819925287
1626177471145.57,-3.77636060432918
1626177471148.9,-3.79907891739356
1626177471152.22,-3.77282664451917
1626177471155.55,-3.78400549697942
1626177471158.87,-3.77765879364715
1626177471162.2,-3.78616914584269
1626177471165.53,-3.79251584917496
1626177471168.85,-3.7917946328872
1626177471172.18,-3.80109832299928
1626177471175.51,-3.76157567043014
1626177471178.83,-3.76518175186893
1626177471182.16,-3.76611933304302
1626177471185.49,-3.72919305910981
1626177471188.81,-3.70878263816627
1626177471192.14,-3.70532079998503
1626177471195.47,-3.68808373070761
1626177471198.79,-3.65764840336423
1626177471202.12,-3.6437289290105
1626177471205.44,-3.64041133408682
1626177471208.77,-3.67344304006613
1626177471212.1,-3.69327648797947
1626177471215.42,-3.7190960310812
1626177471218.75,-3.70676323256054
1626177471222.08,-3.70322927275053
1626177471225.4,-3.73135670797309
1626177471228.73,-3.76532599512649
1626177471232.06,-3.78133699671471
1626177471235.38,-3.78840491633474
1626177471238.71,-3.80665168841501
1626177471242.03,-3.81119535102789
1626177471245.36,-3.80874321564951
1626177471248.69,-3.8239608793212
1626177471252.01,-3.81595537852709
1626177471255.34,-3.80924806705094
1626177471258.67,-3.82900939333551
1626177471261.99,-3.82114813579895
1626177471265.32,-3.8376639887886
1626177471268.65,-3.84740040867334
1626177471271.97,-3.83196638011532
1626177471275.3,-3.83513973178145
1626177471278.63,-3.81862387879179
1626177471281.95,-3.83102879894123
1626177471285.28,-3.8400440025382
1626177471288.6,-3.82951424473694
1626177471291.93,-3.82792756890387
1626177471295.26,-3.83715913738717
1626177471298.58,-3.83939490787922
1626177471301.91,-3.83196638011532
1626177471305.24,-3.82828817704775
1626177471308.56,-3.83420215060737
1626177471311.89,-3.82482633886651
1626177471315.22,-3.82417724420753
1626177471318.54,-3.83910642136412
1626177471321.87,-3.8713447894269
1626177471325.2,-3.96805989361523
1626177471328.52,-4.07133806602217
1626177471331.85,-4.09513820351818
1626177471335.17,-4.16105737221925
1626177471338.5,-4.08244479685364
1626177471341.83,-4.01407349277419
1626177471345.15,-3.78357276720676
1626177471348.48,-3.35617999508142
1626177471351.81,-3.0419460585053
1626177471355.13,-2.3466214354779
1626177471358.46,-1.97274291190421
1626177471361.79,-1.935816637971
1626177471365.11,-2.03765237780242
1626177471368.44,-2.43331163326641
1626177471371.77,-2.62948246353656
1626177471375.09,-3.07714141334789
1626177471378.42,-3.53049797183251
1626177471381.74,-3.66601451230222
1626177471385.07,-3.74520406069804
1626177471388.4,-3.72789486979185
1626177471391.72,-3.69075223097232
1626177471395.05,-3.69154556888885
1626177471398.38,-3.72125967994448
1626177471401.7,-3.72349545043653
1626177471405.03,-3.73330399195003
1626177471408.36,-3.7322221675184
1626177471411.68,-3.73993918179741
1626177471415.01,-3.77131209031488
1626177471418.33,-3.75407502103746
1626177471421.66,-3.74844953399295
1626177471424.99,-3.75328168312093
1626177471428.31,-3.75508472384032
1626177471431.64,-3.76179203531647
1626177471434.97,-3.75825807550646
1626177471438.29,-3.74332889834987
1626177471441.62,-3.74981984493969
1626177471444.95,-3.76655206281567
1626177471448.27,-3.76330658952076
1626177471451.6,-3.76215264346035
1626177471454.93,-3.74556466884192
1626177471458.25,-3.75147864240153
1626177471461.58,-3.74015554668373
1626177471464.9,-3.72933730236737
1626177471468.23,-3.72501000464082
1626177471471.56,-3.73676583013127
1626177471474.88,-3.72818335630695
1626177471478.21,-3.72601970744368
1626177471481.54,-3.72053846365672
1626177471484.86,-3.71960088248263
1626177471488.19,-3.71657177407405
1626177471491.52,-3.69919046153909
1626177471494.84,-3.70474382695482
1626177471498.17,-3.69875773176643
1626177471501.5,-3.69399770426723
1626177471504.82,-3.67791458105023
1626177471508.15,-3.68555947370046
1626177471511.47,-3.66024478200016
1626177471514.8,-3.65346534889523
1626177471518.13,-3.65375383541034
1626177471521.45,-3.66320176877997
1626177471524.78,-3.65159018654706
1626177471528.11,-3.650003510714
1626177471531.43,-3.63067491420208
1626177471534.76,-3.62165971060511
1626177471538.09,-3.6157457370455
1626177471541.41,-3.62403972435471
1626177471544.74,-3.58466131504313
1626177471548.07,-3.59245045095092
1626177471551.39,-3.57809824682453
1626177471554.72,-3.56800121879592
1626177471558.04,-3.56259209663774
1626177471561.37,-3.56006783963058
1626177471564.7,-3.51167422672203
1626177471568.02,-3.50056749589056
1626177471571.35,-3.46832912782778
1626177471574.68,-3.46609335733573
1626177471578,-3.45996301888979
1626177471581.33,-3.41979127166167
1626177471584.66,-3.3976499316275
1626177471587.98,-3.39613537742321
1626177471591.31,-3.38560561962195
1626177471594.64,-3.35899273860368
1626177471597.96,-3.34680418334057
1626177471601.29,-3.35466544087713
1626177471604.61,-3.33894292580401
1626177471607.94,-3.327042857056
1626177471611.27,-3.34312598027301
1626177471614.59,-3.33425501993358
1626177471617.92,-3.35733394114184
1626177471621.25,-3.3726237264423
1626177471624.57,-3.36988310454882
1626177471627.9,-3.38358621401622
1626177471631.23,-3.4295276915464
1626177471634.55,-3.46724730339614
1626177471637.88,-3.46731942502492
1626177471641.2,-3.51585728119103
1626177471644.53,-3.52400702524269
1626177471647.86,-3.53893620239928
1626177471651.18,-3.58026189568781
1626177471654.51,-3.62209244037776
1626177471657.84,-3.62425608924104
1626177471661.16,-3.65483565984197
1626177471664.49,-3.65887447105342
1626177471667.82,-3.67063029654387
1626177471671.14,-3.69096859585865
1626177471674.47,-3.68231400040555
1626177471677.8,-3.70337351600808
1626177471681.12,-3.72695728861776
1626177471684.45,-3.7483052907354
1626177471687.77,-3.74152585763047
1626177471691.1,-3.73193368100329
1626177471694.43,-3.73719855990393
1626177471697.75,-3.74390587138008
1626177471701.08,-3.75602230501441
1626177471704.41,-3.75768110247625
1626177471707.73,-3.76734540073221
1626177471711.06,-3.76107081902871
1626177471714.39,-3.74758407444764
1626177471717.71,-3.75342592637848
1626177471721.04,-3.74210283066068
1626177471724.37,-3.74931499353826
1626177471727.69,-3.75010833145479
1626177471731.02,-3.75371441289358
1626177471734.34,-3.74837741236417
1626177471737.67,-3.77030238751201
1626177471741,-3.75270471009072
1626177471744.32,-3.75061318285622
1626177471747.65,-3.76373931929342
1626177471750.98,-3.75768110247625
1626177471754.3,-3.77268240126162
1626177471757.63,-3.76071021088483
1626177471760.96,-3.76056596762728
1626177471764.28,-3.77066299565589
1626177471767.61,-3.77470180686734
1626177471770.94,-3.77102360379977
1626177471774.26,-3.77188906334508
1626177471777.59,-3.75717625107482
1626177471780.91,-3.78184184811614
1626177471784.24,-3.76669630607323
1626177471787.57,-3.76626357630057
1626177471790.89,-3.77138421194365
1626177471794.22,-3.75818595387768
1626177471797.55,-3.77931759110899
1626177471800.87,-3.78436610512329
1626177471804.2,-3.77578363129897
1626177471807.53,-3.76777813050486
1626177471810.85,-3.77499029338244
1626177471814.18,-3.78616914584269
1626177471817.5,-3.803117728605
1626177471820.83,-3.79619405224252
1626177471824.16,-3.79424676826558
1626177471827.48,-3.78652975398657
1626177471830.81,-3.78645763235779
1626177471834.14,-3.78927037588005
1626177471837.46,-3.79042432194046
1626177471840.79,-3.80037710671152
1626177471844.12,-3.79467949803823
1626177471847.44,-3.79727587667416
1626177471850.77,-3.81371960803504
1626177471854.1,-3.83550033992533
1626177471857.42,-3.81422445943647
1626177471860.75,-3.79770860644682
1626177471864.07,-3.79727587667416
1626177471867.4,-3.81299839174728
1626177471870.73,-3.83275971803185
1626177471874.05,-3.81912873019323
1626177471877.38,-3.83413002897859
1626177471880.71,-3.82922575822184
1626177471884.03,-3.83614943458431
1626177471887.36,-3.84437130026475
1626177471890.69,-3.8281439337902
1626177471894.01,-3.8418470432576
1626177471897.34,-3.85872350439113
1626177471900.67,-3.85490105806602
1626177471903.99,-3.86874841079097
1626177471907.32,-3.86225746420115
1626177471910.64,-3.86456535632197
1626177471913.97,-3.85360286874805
1626177471917.3,-3.85223255780131
1626177471920.62,-3.86009381533787
1626177471923.95,-3.85490105806602
1626177471927.28,-3.85778592321705
1626177471930.6,-3.87047932988159
1626177471933.93,-3.86434899143565
1626177471937.26,-3.8671617349579
1626177471940.58,-3.8582186529897
1626177471943.91,-3.86175261279972
1626177471947.24,-3.87228237060098
1626177471950.56,-3.86701749170035
1626177471953.89,-3.87596057366855
1626177471957.21,-3.87069569476792
1626177471960.54,-3.87257085711609
1626177471963.87,-3.86009381533787
1626177471967.19,-3.8671617349579
1626177471970.52,-3.89139460222657
1626177471973.85,-3.85403559852071
1626177471977.17,-3.85655985552786
1626177471980.5,-3.8600216937091
1626177471983.83,-3.84617434098415
1626177471987.15,-3.86745022147301
1626177471990.48,-3.86838780264709
1626177471993.8,-3.87314783014629
1626177471997.13,-3.87920604696346
1626177472000.46,-3.90545831983785
1626177472003.78,-3.85086224685457
1626177472007.11,-3.87293146525997
1626177472010.44,-3.86492596446585
1626177472013.76,-3.85951684230767
1626177472017.09,-3.88281212840225
1626177472020.42,-3.87797997927427
1626177472023.74,-3.85655985552786
1626177472027.07,-3.86088715325441
1626177472030.4,-3.86889265404852
1626177472033.72,-3.8576416799595
1626177472037.05,-3.8528816524603
1626177472040.37,-3.85252104431642
1626177472043.7,-3.86521445098096
1626177472047.03,-3.89918373813435
1626177472050.35,-3.89435158900638
1626177472053.68,-3.85634349064153
1626177472057.01,-3.86939750544995
1626177472060.33,-3.85533378783867
1626177472063.66,-3.87834058741815
1626177472066.99,-3.86283443723135
1626177472070.31,-3.86737809984423
1626177472073.64,-3.89319764294596
1626177472076.97,-3.855550152725
1626177472080.29,-3.85143921988478
1626177472083.62,-3.87177751919955
1626177472086.94,-3.86117563976951
1626177472090.27,-3.8668732484428
1626177472093.6,-3.86990235685138
1626177472096.92,-3.85937259905012
1626177472100.25,-3.84473190840863
1626177472103.58,-3.8621132209436
1626177472106.9,-3.84747253030211
1626177472110.23,-3.85612712575521
1626177472113.56,-3.86543081586728
1626177472116.88,-3.85151134151356
1626177472120.21,-3.83564458318288
1626177472123.54,-3.83759186715983
1626177472126.86,-3.83138940708511
1626177472130.19,-3.81876812204935
1626177472133.51,-3.82215783860181
1626177472136.84,-3.80946443193727
1626177472140.17,-3.77823576667735
1626177472143.49,-3.78306791580533
1626177472146.82,-3.73662158687372
1626177472150.15,-3.75638291315829
1626177472153.47,-3.68606432510189
1626177472156.8,-3.68743463604863
1626177472160.13,-3.71916815270998
1626177472163.45,-3.74419435789518
1626177472166.78,-3.76179203531647
1626177472170.1,-3.75212773706052
1626177472173.43,-3.73590037058596
1626177472176.76,-3.79338130872027
1626177472180.08,-3.80903170216461
1626177472183.41,-3.81790266250404
1626177472186.74,-3.84235189465903
1626177472190.06,-3.84797738170354
1626177472193.39,-3.86204109931482
1626177472196.72,-3.85468469317969
1626177472200.04,-3.88122545256918
1626177472203.37,-3.86434899143565
1626177472206.7,-3.87740300624406
1626177472210.02,-3.89110611571146
1626177472213.35,-3.85223255780131
1626177472216.67,-3.91851233464627
1626177472220,-3.88656245309859
1626177472223.33,-3.89391885923372
1626177472226.65,-3.89067338593881
1626177472229.98,-3.88209091211449
1626177472233.31,-3.89990495442211
1626177472236.63,-3.90964137430684
1626177472239.96,-3.90920864453419
1626177472243.29,-3.88165818234184
1626177472246.61,-3.87379692480528
1626177472249.94,-3.91880082116137
1626177472253.27,-3.90120314374008
1626177472256.59,-3.86997447848016
1626177472259.92,-3.90387164400478
1626177472263.24,-3.86889265404852
1626177472266.57,-3.87228237060098
1626177472269.9,-3.89543341343801
1626177472273.22,-3.95457314903416
1626177472276.55,-3.9788781379316
1626177472279.88,-4.08511329711834
1626177472283.2,-4.1859393341469
1626177472286.53,-4.20317640342431
1626177472289.86,-4.16040827756027
1626177472293.18,-4.03246450811201
1626177472296.51,-3.89146672385534
1626177472299.84,-3.58394009875537
1626177472303.16,-3.04129696384632
1626177472306.49,-2.71537932340852
1626177472309.81,-2.11979891297804
1626177472313.14,-2.02337229530481
1626177472316.47,-1.98803269720467
1626177472319.79,-2.32238856820924
1626177472323.12,-2.67174573799917
1626177472326.45,-2.8685656629283
1626177472329.77,-3.33620230391053
1626177472333.1,-3.72890457259471
1626177472336.43,-3.78833279470596
1626177472339.75,-3.82302329814712
1626177472343.08,-3.75796958899135
1626177472346.41,-3.7459252769858
1626177472349.73,-3.76121506228627
1626177472353.06,-3.78537580792616
1626177472356.38,-3.77304300940549
1626177472359.71,-3.80679593167257
1626177472363.04,-3.80261287720357
1626177472366.36,-3.82482633886651
1626177472369.69,-3.79633829550008
1626177472373.02,-3.81537840549688
1626177472376.34,-3.80542562072583
1626177472379.67,-3.81040201311135
1626177472383,-3.8305239475398
1626177472386.32,-3.81537840549688
1626177472389.65,-3.81646022992852
1626177472392.97,-3.81343112151994
1626177472396.3,-3.81480143246668
1626177472399.63,-3.81184444568687
1626177472402.95,-3.82122025742772
1626177472406.28,-3.81754205436016
1626177472409.61,-3.81804690576159
1626177472412.93,-3.80304560697622
1626177472416.26,-3.79013583542536
1626177472419.59,-3.79006371379658
1626177472422.91,-3.79604980898497
1626177472426.24,-3.79749224156049
1626177472429.57,-3.79770860644682
1626177472432.89,-3.77628848270041
1626177472436.22,-3.79987225531009
1626177472439.54,-3.80145893114316
1626177472442.87,-3.76741752236098
1626177472446.2,-3.75890717016544
1626177472449.52,-3.77066299565589
1626177472452.85,-3.75025257471235
1626177472456.18,-3.75587806175686
1626177472459.5,-3.74246343880456
1626177472462.83,-3.70157047528869
1626177472466.16,-3.71476873335466
1626177472469.48,-3.72991427539757
1626177472472.81,-3.73597249221474
1626177472476.14,-3.73157307285942
1626177472479.46,-3.71116265191587
1626177472482.79,-3.6774097296488
1626177472486.11,-3.69147344726008
1626177472489.44,-3.66615875555977
1626177472492.77,-3.66226418760588
1626177472496.09,-3.65389807866789
1626177472499.42,-3.65368171378156
1626177472502.75,-3.64921017279746
1626177472506.07,-3.60391778992627
1626177472509.4,-3.64077194223069
1626177472512.73,-3.63392038749699
1626177472516.05,-3.5656933266751
1626177472519.38,-3.54730231133727
1626177472522.71,-3.53258949906701
1626177472526.03,-3.51225119975224
1626177472529.36,-3.49450927907339
1626177472532.68,-3.48390739964335
1626177472536.01,-3.47164672275147
1626177472539.34,-3.46400183010123
1626177472542.66,-3.45116418017914
1626177472545.99,-3.44546657150585
1626177472549.32,-3.42411856938822
1626177472552.64,-3.42592161010761
1626177472555.97,-3.41618519022288
1626177472559.3,-3.40652089196693
1626177472562.62,-3.4083960543151
1626177472565.95,-3.40695362173958
1626177472569.27,-3.40103964817997
1626177472572.6,-3.41423790624594
1626177472575.93,-3.43003254294783
1626177472579.25,-3.47366612835719
1626177472582.58,-3.50186568520852
1626177472585.91,-3.5436241082697
1626177472589.23,-3.55682236633567
1626177472592.56,-3.57672793587779
1626177472595.89,-3.59879715428318
1626177472599.21,-3.63125188723229
1626177472602.54,-3.64812834836583
1626177472605.87,-3.66889937745325
1626177472609.19,-3.70596989464401
1626177472612.52,-3.71686026058915
1626177472615.84,-3.75284895334827
1626177472619.17,-3.76626357630057
1626177472622.5,-3.798934674136
1626177472625.82,-3.80831048587686
1626177472629.15,-3.78790006493331
1626177472632.48,-3.79583344409864
1626177472635.8,-3.79330918709149
1626177472639.13,-3.82626877144203
1626177472642.46,-3.8373755022735
1626177472645.78,-3.84199128651515
1626177472649.11,-3.83824096181881
1626177472652.44,-3.85179982802866
1626177472655.76,-3.85259316594519
1626177472659.09,-3.86189685605727
1626177472662.41,-3.86225746420115
1626177472665.74,-3.84199128651515
1626177472669.07,-3.83802459693248
1626177472672.39,-3.85158346314233
1626177472675.72,-3.85800228810338
1626177472679.05,-3.86766658635933
1626177472682.37,-3.85439620666459
1626177472685.7,-3.86867628916219
1626177472689.03,-3.88706730450002
1626177472692.35,-3.907982576845
1626177472695.68,-3.88814912893166
1626177472699.01,-3.87603269529732
1626177472702.33,-3.88908671010574
1626177472705.66,-3.8650702077234
1626177472708.98,-3.86369989677666
1626177472712.31,-3.86016593696665
1626177472715.64,-3.871633275942
1626177472718.96,-3.87487874923691
1626177472722.29,-3.87523935738079
1626177472725.62,-3.86579142401116
1626177472728.94,-3.85800228810338
1626177472732.27,-3.86442111306442
1626177472735.6,-3.8719217624571
1626177472738.92,-3.8692532621924
1626177472742.25,-3.8713447894269
1626177472745.57,-3.8650702077234
1626177472748.9,-3.84703980052946
1626177472752.23,-3.8463185842417
1626177472755.55,-3.87011872173771
1626177472758.88,-3.86009381533787
1626177472762.21,-3.86564718075361
1626177472765.53,-3.88807700730288
1626177472768.86,-3.86059866673931
1626177472772.19,-3.83153365034266
1626177472775.51,-3.84992466568049
1626177472778.84,-3.86939750544995
1626177472782.17,-3.8621132209436
1626177472785.49,-3.85605500412643
1626177472788.82,-3.85389135526316
1626177472792.14,-3.85432408503581
1626177472795.47,-3.86434899143565
1626177472798.8,-3.88237939862959
1626177472802.12,-3.87156115431323
1626177472805.45,-3.87992726325122
1626177472808.78,-3.88288425003102
1626177472812.1,-3.83506761015268
1626177472815.43,-3.85006890893804
1626177472818.76,-3.85865138276236
1626177472822.08,-3.85439620666459
1626177472825.41,-3.83550033992533
1626177472828.74,-3.85598288249765
1626177472832.06,-3.85208831454376
1626177472835.39,-3.86939750544995
1626177472838.71,-3.86427686980687
1626177472842.04,-3.84862647636252
1626177472845.37,-3.85872350439113
1626177472848.69,-3.8719217624571
1626177472852.02,-3.88007150650877
1626177472855.35,-3.86809931613199
1626177472858.67,-3.87076781639669
1626177472862,-3.85576651761133
1626177472865.33,-3.86189685605727
1626177472868.65,-3.86182473442849
1626177472871.98,-3.86615203215504
1626177472875.31,-3.87776361438794
1626177472878.63,-3.87596057366855
1626177472881.96,-3.85280953083152
1626177472885.28,-3.86261807234503
1626177472888.61,-3.85893986927746
1626177472891.94,-3.90985773919317
1626177472895.26,-3.85454044992214
1626177472898.59,-3.85865138276236
1626177472901.92,-3.88223515537204
1626177472905.24,-3.85158346314233
1626177472908.57,-3.85569439598255
1626177472911.9,-3.86218534257237
1626177472915.22,-3.86521445098096
1626177472918.55,-3.8624017074587
1626177472921.88,-3.8761048169261
1626177472925.2,-3.88302849328858
1626177472928.53,-3.87473450597936
1626177472931.85,-3.8740132896916
1626177472935.18,-3.87444601946426
1626177472938.51,-3.86997447848016
1626177472941.83,-3.87740300624406
